Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Potato,2015,Rabi       ,West Bengal,489959,9696830,1717,77369425.69,161686.47,21.85277778
Potato,2015,Summer     ,West Bengal,2445,29462,1717,386089.95,806.85,12.05
Ragi,2015,Autumn     ,West Bengal,10132,11127,1717,1599944.12,3343.56,0.718
Rapeseed &Mustard,2015,Rabi       ,West Bengal,457832,490219,1717,72296251.12,151084.56,0.887222222
Rice,2015,Autumn     ,West Bengal,235970,612966,1717,37262022.7,77870.1,2.48
Rice,2015,Summer     ,West Bengal,1310585,4424392,1717,206954477.4,432493.05,3.155
Rice,2015,Winter     ,West Bengal,3977400,10910896,1717,628071234,1312542,2.670555556
Safflower,2015,Kharif     ,West Bengal,486,424,1717,76744.26,160.38,0.855714286
Sannhamp,2015,Kharif     ,West Bengal,810,3443,1717,127907.1,267.3,4.345
Sesamum,2015,Autumn     ,West Bengal,1372,1122,1717,216652.52,452.76,0.756666667
Sesamum,2015,Summer     ,West Bengal,224865,209668,1717,35508432.15,74205.45,0.799411765
Sesamum,2015,Winter     ,West Bengal,1282,920,1717,202440.62,423.06,0.695555556
Small millets,2015,Autumn     ,West Bengal,1720,914,1717,271605.2,567.6,0.5275
Small millets,2015,Rabi       ,West Bengal,525,716,1717,82902.75,173.25,0.965
Soyabean,2015,Kharif     ,West Bengal,600,436,1717,94746,198,0.62
Sugarcane,2015,Whole Year ,West Bengal,17403,1327805,1717,2748107.73,5742.99,80.046875
Sunflower,2015,Kharif     ,West Bengal,7225,9407,1717,1140899.75,2384.25,1.298125
Tobacco,2015,Whole Year ,West Bengal,15073,25335,1717,2380177.43,4974.09,1.1875
Urad,2015,Kharif     ,West Bengal,63103,43563,1717,9964594.73,20823.99,0.580625
Urad,2015,Rabi       ,West Bengal,11177,10658,1717,1764960.07,3688.41,0.9
Wheat,2015,Rabi       ,West Bengal,339851,788503,1717,53665871.41,112150.83,2.191111111
Arhar/Tur,2016,Kharif     ,Arunachal Pradesh,790,643,2933.7,121067.5,276.5,0.761428571
Dry chillies,2016,Whole Year ,Arunachal Pradesh,3541,9915,2933.7,542658.25,1239.35,2.7195
Ginger,2016,Whole Year ,Arunachal Pradesh,7775,56758,2933.7,1191518.75,2721.25,6.432
Groundnut,2016,Kharif     ,Arunachal Pradesh,888,868,2933.7,136086,310.8,1.177142857
Maize,2016,Kharif     ,Arunachal Pradesh,50300,75450,2933.7,7708475,17605,1.584
Masoor,2016,Rabi       ,Arunachal Pradesh,413,202,2933.7,63292.25,144.55,0.511
Moong(Green Gram),2016,Kharif     ,Arunachal Pradesh,1287,1277,2933.7,197232.75,450.45,0.982941176
Other  Rabi pulses,2016,Rabi       ,Arunachal Pradesh,1243,765,2933.7,190489.75,435.05,0.691333333
Other Kharif pulses,2016,Kharif     ,Arunachal Pradesh,2450,2235,2933.7,375462.5,857.5,0.8725
Peas & beans (Pulses),2016,Kharif     ,Arunachal Pradesh,646,618,2933.7,98999.5,226.1,0.923157895
Peas & beans (Pulses),2016,Rabi       ,Arunachal Pradesh,3645,5189,2933.7,558596.25,1275.75,1.505263158
Potato,2016,Whole Year ,Arunachal Pradesh,5985,43092,2933.7,917201.25,2094.75,6.596
Rapeseed &Mustard,2016,Rabi       ,Arunachal Pradesh,27986,28514,2933.7,4288854.5,9795.1,1.233157895
Rice,2016,Kharif     ,Arunachal Pradesh,131000,220000,2933.7,20075750,45850,1.606
Sesamum,2016,Kharif     ,Arunachal Pradesh,2019,1795,2933.7,309411.75,706.65,0.848125
Small millets,2016,Kharif     ,Arunachal Pradesh,26500,27030,2933.7,4061125,9275,0.992
Soyabean,2016,Kharif     ,Arunachal Pradesh,3098,4398,2933.7,474768.5,1084.3,2.085263158
Sugarcane,2016,Whole Year ,Arunachal Pradesh,2075,44405,2933.7,317993.75,726.25,22.59461538
Sunflower,2016,Kharif     ,Arunachal Pradesh,540,433,2933.7,82755,189,0.818
Turmeric,2016,Whole Year ,Arunachal Pradesh,800,3600,2933.7,122600,280,4.386
Urad,2016,Kharif     ,Arunachal Pradesh,1118,966,2933.7,171333.5,391.3,0.828333333
Urad,2016,Rabi       ,Arunachal Pradesh,1408,1235,2933.7,215776,492.8,0.853333333
Wheat,2016,Rabi       ,Arunachal Pradesh,3910,7700,2933.7,599207.5,1368.5,2.105
other oilseeds,2016,Kharif     ,Arunachal Pradesh,684,616,2933.7,104823,239.4,1.0925
Arhar/Tur,2016,Kharif     ,Bihar,20980,33173,1205.6,3215185,7343,1.667714286
Bajra,2016,Kharif     ,Bihar,3564,4045,1205.6,546183,1247.4,1.13
Barley,2016,Rabi       ,Bihar,10823,16290,1205.6,1658624.75,3788.05,1.506538462
Castor seed,2016,Kharif     ,Bihar,77,74,1205.6,11800.25,26.95,0.9875
Coriander,2016,Whole Year ,Bihar,2852,2548,1205.6,437069,998.2,0.891481481
Garlic,2016,Whole Year ,Bihar,1866,2830,1205.6,285964.5,653.1,1.525517241
Ginger,2016,Whole Year ,Bihar,379,697,1205.6,58081.75,132.65,1.886470588
Gram,2016,Rabi       ,Bihar,59364,66502,1205.6,9097533,20777.4,1.098
Groundnut,2016,Kharif     ,Bihar,979,994,1205.6,150031.75,342.65,1.006666667
Horse-gram,2016,Kharif     ,Bihar,8300,7626,1205.6,1271975,2905,0.919444444
Jowar,2016,Kharif     ,Bihar,1796,1912,1205.6,275237,628.6,1.058333333
Jute,2016,Kharif     ,Bihar,91380,1355875,1205.6,14003985,31983,16.25875
Khesari,2016,Rabi       ,Bihar,52102,55176,1205.6,7984631.5,18235.7,0.947714286
Linseed,2016,Rabi       ,Bihar,12684,10561,1205.6,1943823,4439.4,0.838857143
Maize,2016,Autumn     ,Bihar,241450,624300,1205.6,37002212.5,84507.5,2.579459459
Maize,2016,Rabi       ,Bihar,284883,2131513,1205.6,43658319.75,99709.05,6.058181818
Maize,2016,Summer     ,Bihar,194577,1089887,1205.6,29818925.25,68101.95,4.561666667
Masoor,2016,Rabi       ,Bihar,146093,146875,1205.6,22388752.25,51132.55,0.934473684
Mesta,2016,Kharif     ,Bihar,16323,38666,1205.6,2501499.75,5713.05,2.346875
Moong(Green Gram),2016,Kharif     ,Bihar,10651,8329,1205.6,1632265.75,3727.85,0.76516129
Moong(Green Gram),2016,Summer     ,Bihar,161583,111547,1205.6,24762594.75,56554.05,0.781578947
Onion,2016,Rabi       ,Bihar,13634,161682,1205.6,2089410.5,4771.9,10.70864865
Other  Rabi pulses,2016,Rabi       ,Bihar,2341,2352,1205.6,358758.25,819.35,1.002352941
Other Kharif pulses,2016,Kharif     ,Bihar,2343,1858,1205.6,359064.75,820.05,0.835714286
Peas & beans (Pulses),2016,Rabi       ,Bihar,16401,16736,1205.6,2513453.25,5740.35,1.012368421
Potato,2016,Rabi       ,Bihar,92721,1263936,1205.6,14209493.25,32452.35,14.89184211
Potato,2016,Winter     ,Bihar,71980,882007,1205.6,11030935,25193,13.02875
Ragi,2016,Kharif     ,Bihar,4777,3456,1205.6,732075.25,1671.95,0.756
Rapeseed &Mustard,2016,Rabi       ,Bihar,82770,97684,1205.6,12684502.5,28969.5,1.115263158
Rice,2016,Autumn     ,Bihar,556827,949371,1205.6,85333737.75,194889.45,1.736153846
Rice,2016,Summer     ,Bihar,84323,224329,1205.6,12922499.75,29513.05,2.493333333
Rice,2016,Winter     ,Bihar,2698627,7065073,1205.6,413564587.8,944519.45,2.571052632
Safflower,2016,Rabi       ,Bihar,107,87,1205.6,16397.75,37.45,0.912
Sannhamp,2016,Kharif     ,Bihar,1201,971,1205.6,184053.25,420.35,0.832
Sesamum,2016,Kharif     ,Bihar,2032,1777,1205.6,311404,711.2,0.9192
Small millets,2016,Kharif     ,Bihar,4080,3095,1205.6,625260,1428,0.79
Sugarcane,2016,Whole Year ,Bihar,239567,13036006,1205.6,36713642.75,83848.45,65.16235294
Sunflower,2016,Rabi       ,Bihar,10286,14685,1205.6,1576329.5,3600.1,1.42125
Tobacco,2016,Whole Year ,Bihar,10046,17692,1205.6,1539549.5,3516.1,1.755
Turmeric,2016,Whole Year ,Bihar,3063,3082,1205.6,469404.75,1072.05,1.010909091
Urad,2016,Kharif     ,Bihar,12983,11491,1205.6,1989644.75,4544.05,0.904137931
Wheat,2016,Rabi       ,Bihar,2105811,5985841,1205.6,322715535.8,737033.85,2.781315789
Arhar/Tur,2016,Kharif     ,Chhattisgarh,63505,39056,1298.9,9732141.25,22226.75,0.592962963
Bajra,2016,Kharif     ,Chhattisgarh,90,50,1298.9,13792.5,31.5,0.71
Bajra,2016,Whole Year ,Chhattisgarh,1157,25093,1298.9,177310.25,404.95,22.46304348
Barley,2016,Rabi       ,Chhattisgarh,2065,1879,1298.9,316461.25,722.75,0.964285714
Castor seed,2016,Kharif     ,Chhattisgarh,114,31,1298.9,17470.5,39.9,0.22
Coriander,2016,Whole Year ,Chhattisgarh,2336,677,1298.9,357992,817.6,0.281923077
Cotton(lint),2016,Whole Year ,Chhattisgarh,79,147,1298.9,12106.75,27.65,2.162
Dry chillies,2016,Whole Year ,Chhattisgarh,6776,4418,1298.9,1038422,2371.6,0.645555556
Garlic,2016,Whole Year ,Chhattisgarh,1282,3212,1298.9,196466.5,448.7,2.903888889
Ginger,2016,Whole Year ,Chhattisgarh,2073,2473,1298.9,317687.25,725.55,1.158181818
Gram,2016,Rabi       ,Chhattisgarh,290655,338322,1298.9,44542878.75,101729.25,1.172
Groundnut,2016,Kharif     ,Chhattisgarh,26726,46931,1298.9,4095759.5,9354.1,1.67375
Horse-gram,2016,Kharif     ,Chhattisgarh,39873,15245,1298.9,6110537.25,13955.55,0.405217391
Horse-gram,2016,Rabi       ,Chhattisgarh,3855,1122,1298.9,590778.75,1349.25,0.273636364
Jowar,2016,Whole Year ,Chhattisgarh,4012,5436,1298.9,614839,1404.2,1.406521739
Jute,2016,Kharif     ,Chhattisgarh,241,0,1298.9,36933.25,84.35,0
Khesari,2016,Rabi       ,Chhattisgarh,222628,263154,1298.9,34117741,77919.8,1.545652174
Maize,2016,Kharif     ,Chhattisgarh,120547,309324,1298.9,18473827.75,42191.45,2.348518519
Masoor,2016,Rabi       ,Chhattisgarh,17080,6342,1298.9,2617510,5978,0.320869565
Mesta,2016,Kharif     ,Chhattisgarh,1057,1717,1298.9,161985.25,369.95,2.141764706
Moong(Green Gram),2016,Kharif     ,Chhattisgarh,9014,4071,1298.9,1381395.5,3154.9,0.398148148
Moong(Green Gram),2016,Rabi       ,Chhattisgarh,6168,2367,1298.9,945246,2158.8,0.3312
Niger seed,2016,Kharif     ,Chhattisgarh,60736,11387,1298.9,9307792,21257.6,0.20625
Onion,2016,Whole Year ,Chhattisgarh,5075,16342,1298.9,777743.75,1776.25,2.786956522
Other  Rabi pulses,2016,Rabi       ,Chhattisgarh,1090,415,1298.9,167042.5,381.5,0.352105263
Other Kharif pulses,2016,Kharif     ,Chhattisgarh,4866,1718,1298.9,745714.5,1703.1,0.335217391
Peas & beans (Pulses),2016,Rabi       ,Chhattisgarh,14149,5664,1298.9,2168334.25,4952.15,0.3864
Potato,2016,Kharif     ,Chhattisgarh,1398,6346,1298.9,214243.5,489.3,5.674166667
Potato,2016,Rabi       ,Chhattisgarh,10912,49530,1298.9,1672264,3819.2,5.23826087
Ragi,2016,Kharif     ,Chhattisgarh,7183,1747,1298.9,1100794.75,2514.05,0.200625
Rapeseed &Mustard,2016,Rabi       ,Chhattisgarh,42918,18433,1298.9,6577183.5,15021.3,0.458148148
Rice,2016,Kharif     ,Chhattisgarh,4052587,8793273,1298.9,621058957.8,1418405.45,2.076666667
Safflower,2016,Rabi       ,Chhattisgarh,218,75,1298.9,33408.5,76.3,0.343636364
Sannhamp,2016,Kharif     ,Chhattisgarh,1189,565,1298.9,182214.25,416.15,0.446190476
Sesamum,2016,Kharif     ,Chhattisgarh,18366,7548,1298.9,2814589.5,6428.1,0.413703704
Small millets,2016,Kharif     ,Chhattisgarh,104608,30613,1298.9,16031176,36612.8,0.295185185
Soyabean,2016,Kharif     ,Chhattisgarh,96241,76127,1298.9,14748933.25,33684.35,1.375333333
Sugarcane,2016,Whole Year ,Chhattisgarh,31376,109583,1298.9,4808372,10981.6,1.967826087
Sunflower,2016,Kharif     ,Chhattisgarh,2273,7,1298.9,348337.25,795.55,0.054705882
Sweet potato,2016,Whole Year ,Chhattisgarh,2443,13498,1298.9,374389.75,855.05,5.757083333
Tobacco,2016,Whole Year ,Chhattisgarh,5,3,1298.9,766.25,1.75,0.6
Turmeric,2016,Whole Year ,Chhattisgarh,1875,1636,1298.9,287343.75,656.25,1.0145
Urad,2016,Kharif     ,Chhattisgarh,90063,29375,1298.9,13802154.75,31522.05,0.342592593
Urad,2016,Rabi       ,Chhattisgarh,4324,1198,1298.9,662653,1513.4,0.301904762
Wheat,2016,Rabi       ,Chhattisgarh,102114,151078,1298.9,15648970.5,35739.9,1.660769231
Arhar/Tur,2016,Kharif     ,Gujarat,348245,394108,710.5,53368546.25,121885.75,1.145454545
Bajra,2016,Kharif     ,Gujarat,179295,282188,710.5,27476958.75,62753.25,1.5624
Bajra,2016,Summer     ,Gujarat,252076,629445,710.5,38630647,88226.6,2.438214286
Banana,2016,Whole Year ,Gujarat,28500,2332252,710.5,4367625,9975,82.90272727
Castor seed,2016,Kharif     ,Gujarat,543697,1126810,710.5,83321565.25,190293.95,2.026206897
Cotton(lint),2016,Kharif     ,Gujarat,2390944,5155549,710.5,366412168,836830.4,2.946333333
Dry chillies,2016,Whole Year ,Gujarat,7349,7595,710.5,1126234.25,2572.15,1.154666667
Garlic,2016,Whole Year ,Gujarat,9462,48386,710.5,1450051.5,3311.7,4.9548
Gram,2016,Rabi       ,Gujarat,164412,184887,710.5,25196139,57544.2,1.025454545
Groundnut,2016,Kharif     ,Gujarat,1694732,2761198,710.5,259717679,593156.2,1.838
Groundnut,2016,Summer     ,Gujarat,63644,113190,710.5,9753443,22275.4,1.6528125
Guar seed,2016,Whole Year ,Gujarat,223342,148920,710.5,34227161.5,78169.7,0.67
Jowar,2016,Kharif     ,Gujarat,73286,117562,710.5,11231079.5,25650.1,1.618333333
Jowar,2016,Rabi       ,Gujarat,30139,45632,710.5,4618801.75,10548.65,1.506363636
Maize,2016,Kharif     ,Gujarat,321379,539081,710.5,49251331.75,112482.65,1.789545455
Maize,2016,Rabi       ,Gujarat,117169,277521,710.5,17956149.25,41009.15,2.16
Maize,2016,Summer     ,Gujarat,11311,24059,710.5,1733410.75,3958.85,2.081428571
Moong(Green Gram),2016,Kharif     ,Gujarat,153577,69704,710.5,23535675.25,53751.95,0.472580645
Moong(Green Gram),2016,Summer     ,Gujarat,29165,26435,710.5,4469536.25,10207.75,0.766129032
Moth,2016,Kharif     ,Gujarat,32478,15229,710.5,4977253.5,11367.3,0.477894737
Onion,2016,Rabi       ,Gujarat,42408,1104672,710.5,6499026,14842.8,26.38703704
Onion,2016,Summer     ,Gujarat,13489,400128,710.5,2067189.25,4721.15,26.55533333
Other  Rabi pulses,2016,Rabi       ,Gujarat,21716,19417,710.5,3327977,7600.6,0.775714286
Other Cereals,2016,Kharif     ,Gujarat,5937,3499,710.5,909845.25,2077.95,0.6875
Other Cereals,2016,Rabi       ,Gujarat,13867,21025,710.5,2125117.75,4853.45,1.4275
Other Kharif pulses,2016,Kharif     ,Gujarat,4791,2887,710.5,734220.75,1676.85,0.613529412
Potato,2016,Whole Year ,Gujarat,134306,3445898,710.5,20582394.5,47007.1,24.92625
Ragi,2016,Kharif     ,Gujarat,19205,23966,710.5,2943166.25,6721.75,1.133333333
Rapeseed &Mustard,2016,Rabi       ,Gujarat,200062,354388,710.5,30659501.5,70021.7,1.72375
Rice,2016,Kharif     ,Gujarat,792207,1808275,710.5,121405722.8,277272.45,2.0745
Rice,2016,Summer     ,Gujarat,55403,180196,710.5,8490509.75,19391.05,3.133333333
Sesamum,2016,Kharif     ,Gujarat,128910,68799,710.5,19755457.5,45118.5,0.540689655
Sesamum,2016,Summer     ,Gujarat,20007,16326,710.5,3066072.75,7002.45,0.673333333
Soyabean,2016,Kharif     ,Gujarat,120222,105981,710.5,18424021.5,42077.7,0.940555556
Sugarcane,2016,Whole Year ,Gujarat,157987,10786971,710.5,24211507.75,55295.45,64.44533333
Tobacco,2016,Kharif     ,Gujarat,37917,74392,710.5,5810780.25,13270.95,1.886
Tobacco,2016,Rabi       ,Gujarat,116736,388498,710.5,17889792,40857.6,3.33
Urad,2016,Kharif     ,Gujarat,193539,117650,710.5,29659851.75,67738.65,0.6584375
Urad,2016,Summer     ,Gujarat,3812,4616,710.5,584189,1334.2,0.805833333
Wheat,2016,Rabi       ,Gujarat,999370,2757755,710.5,153153452.5,349779.5,2.7428125
Arhar/Tur,2016,Kharif     ,Haryana,5600,4160,554.7,858200,1960,0.84
Bajra,2016,Kharif     ,Haryana,464300,934000,554.7,71153975,162505,2.046666667
Barley,2016,Rabi       ,Haryana,20800,75500,554.7,3187600,7280,3.608
Castor seed,2016,Kharif     ,Haryana,1800,2000,554.7,275850,630,1.073333333
Coriander,2016,Whole Year ,Haryana,2261,4004,554.7,346498.25,791.35,1.896190476
Cotton(lint),2016,Kharif     ,Haryana,571100,2046300,554.7,87521075,199885,3.212941176
Garlic,2016,Whole Year ,Haryana,3878,40764,554.7,594303.5,1357.3,10.1747619
Ginger,2016,Whole Year ,Haryana,108,1877,554.7,16551,37.8,15.10333333
Gram,2016,Rabi       ,Haryana,36900,43200,554.7,5654925,12915,1.24
Groundnut,2016,Kharif     ,Haryana,4700,5700,554.7,720275,1645,1.151666667
Horse-gram,2016,Kharif     ,Haryana,200,100,554.7,30650,70,0.5
Jowar,2016,Kharif     ,Haryana,52800,28200,554.7,8091600,18480,0.576666667
Maize,2016,Kharif     ,Haryana,6300,19500,554.7,965475,2205,3.132222222
Masoor,2016,Rabi       ,Haryana,1600,1200,554.7,245200,560,0.866666667
Moong(Green Gram),2016,Kharif     ,Haryana,15800,5200,554.7,2421350,5530,0.686
Moth,2016,Kharif     ,Haryana,600,100,554.7,91950,210,0.21
Onion,2016,Whole Year ,Haryana,28164,650394,554.7,4316133,9857.4,24.83
Peas & beans (Pulses),2016,Kharif     ,Haryana,14225,105318,554.7,2179981.25,4978.75,8.504761905
Peas & beans (Pulses),2016,Rabi       ,Haryana,3800,4700,554.7,582350,1330,1.257142857
Potato,2016,Whole Year ,Haryana,32832,811499,554.7,5031504,11491.2,24.84571429
Rapeseed &Mustard,2016,Rabi       ,Haryana,504000,933100,554.7,77238000,176400,1.702857143
Rice,2016,Kharif     ,Haryana,1384700,4451000,554.7,212205275,484645,2.9505
Sesamum,2016,Kharif     ,Haryana,1600,1320,554.7,245200,560,0.8275
Sugarcane,2016,Whole Year ,Haryana,101500,8167000,554.7,15554875,35525,77.64055556
Sunflower,2016,Kharif     ,Haryana,8600,12100,554.7,1317950,3010,1.72
Turmeric,2016,Whole Year ,Haryana,1885,23797,554.7,288876.25,659.75,12.551
Urad,2016,Kharif     ,Haryana,1320,600,554.7,202290,462,1.5825
Wheat,2016,Rabi       ,Haryana,2542100,12310000,554.7,389576825,889735,4.744761905
other oilseeds,2016,Rabi       ,Haryana,1300,1500,554.7,199225,455,1.066666667
Arhar/Tur,2016,Kharif     ,Himachal Pradesh,11,2,1373.9,1685.75,3.85,0.37
Bajra,2016,Kharif     ,Himachal Pradesh,157,77,1373.9,24060.25,54.95,0.58
Barley,2016,Rabi       ,Himachal Pradesh,19943,18125,1373.9,3056264.75,6980.05,0.925454545
Coriander,2016,Rabi       ,Himachal Pradesh,104,14,1373.9,15938,36.4,0.207142857
Cotton(lint),2016,Kharif     ,Himachal Pradesh,30,12,1373.9,4597.5,10.5,0.37
Dry chillies,2016,Kharif     ,Himachal Pradesh,445,143,1373.9,68196.25,155.75,0.306
Garlic,2016,Rabi       ,Himachal Pradesh,3342,912,1373.9,512161.5,1169.7,0.417777778
Gram,2016,Rabi       ,Himachal Pradesh,467,204,1373.9,71567.75,163.45,0.35
Groundnut,2016,Kharif     ,Himachal Pradesh,48,39,1373.9,7356,16.8,0.815
Horse-gram,2016,Kharif     ,Himachal Pradesh,1696,595,1373.9,259912,593.6,0.353
Linseed,2016,Rabi       ,Himachal Pradesh,417,114,1373.9,63905.25,145.95,0.195
Maize,2016,Kharif     ,Himachal Pradesh,262595,483441,1373.9,40242683.75,91908.25,2.094166667
Masoor,2016,Rabi       ,Himachal Pradesh,486,150,1373.9,74479.5,170.1,0.475555556
Moong(Green Gram),2016,Kharif     ,Himachal Pradesh,71,25,1373.9,10880.75,24.85,0.282857143
Moth,2016,Kharif     ,Himachal Pradesh,15,4,1373.9,2298.75,5.25,0.176666667
Other Kharif pulses,2016,Kharif     ,Himachal Pradesh,1727,495,1373.9,264662.75,604.45,0.35
Peas & beans (Pulses),2016,Kharif     ,Himachal Pradesh,612,914,1373.9,93789,214.2,1.316666667
Peas & beans (Pulses),2016,Rabi       ,Himachal Pradesh,7156,10189,1373.9,1096657,2504.6,1.144545455
Potato,2016,Kharif     ,Himachal Pradesh,6448,64460,1373.9,988156,2256.8,11.604
Potato,2016,Rabi       ,Himachal Pradesh,3407,23691,1373.9,522122.75,1192.45,4.691
Ragi,2016,Kharif     ,Himachal Pradesh,1867,1958,1373.9,286117.75,653.45,0.852857143
Rapeseed &Mustard,2016,Rabi       ,Himachal Pradesh,7129,1692,1373.9,1092519.25,2495.15,0.3
Rice,2016,Kharif     ,Himachal Pradesh,70855,103557,1373.9,10858528.75,24799.25,1.559090909
Sannhamp,2016,Kharif     ,Himachal Pradesh,5,1,1373.9,766.25,1.75,0.125
Sesamum,2016,Kharif     ,Himachal Pradesh,2715,861,1373.9,416073.75,950.25,0.322222222
Small millets,2016,Kharif     ,Himachal Pradesh,5045,3656,1373.9,773146.25,1765.75,0.74
Soyabean,2016,Kharif     ,Himachal Pradesh,512,915,1373.9,78464,179.2,1.522857143
Sugarcane,2016,Whole Year ,Himachal Pradesh,1953,47999,1373.9,299297.25,683.55,17.29142857
Turmeric,2016,Kharif     ,Himachal Pradesh,136,81,1373.9,20842,47.6,0.59875
Urad,2016,Kharif     ,Himachal Pradesh,9124,3682,1373.9,1398253,3193.4,0.528181818
Wheat,2016,Rabi       ,Himachal Pradesh,325910,331303,1373.9,49945707.5,114068.5,1.0275
Arhar/Tur,2016,Kharif     ,Madhya Pradesh,692000,871000,1048.4,106049000,242200,1.214324324
Bajra,2016,Kharif     ,Madhya Pradesh,279000,776000,1048.4,42756750,97650,2.052222222
Banana,2016,Whole Year ,Madhya Pradesh,26969.8,1873689,1048.4,4133121.85,9439.43,44.61416667
Barley,2016,Kharif     ,Madhya Pradesh,116100,384790,1048.4,17792325,40635,3.232105263
Coriander,2016,Whole Year ,Madhya Pradesh,275762.83,387428,1048.4,42260653.7,96516.9905,1.590612245
Cotton(lint),2016,Kharif     ,Madhya Pradesh,600000,947000,1048.4,91950000,210000,1.417
Dry chillies,2016,Whole Year ,Madhya Pradesh,98537.8,303625,1048.4,15100917.85,34488.23,3.738372093
Garlic,2016,Whole Year ,Madhya Pradesh,156880.15,1716856,1048.4,24041882.99,54908.0525,11.132
Ginger,2016,Whole Year ,Madhya Pradesh,23153.07,372640,1048.4,3548207.978,8103.5745,16.16854167
Gram,2016,Rabi       ,Madhya Pradesh,3223000,4546000,1048.4,493924750,1128050,1.435098039
Groundnut,2016,Kharif     ,Madhya Pradesh,254000,377000,1048.4,38925500,88900,1.393157895
Horse-gram,2016,Kharif     ,Madhya Pradesh,13000,6420,1048.4,1992250,4550,0.484
Jowar,2016,Kharif     ,Madhya Pradesh,221000,438000,1048.4,33868250,77350,1.761666667
Jute,2016,Kharif     ,Madhya Pradesh,6000,6000,1048.4,919500,2100,1
Linseed,2016,Rabi       ,Madhya Pradesh,119000,58000,1048.4,18236750,41650,0.558823529
Maize,2016,Kharif     ,Madhya Pradesh,1264000,4300000,1048.4,193708000,442400,2.479130435
Masoor,2016,Rabi       ,Madhya Pradesh,575000,651000,1048.4,88118750,201250,1.0490625
Mesta,2016,Kharif     ,Madhya Pradesh,2000,1439,1048.4,306500,700,0.65125
Moong(Green Gram),2016,Kharif     ,Madhya Pradesh,224000,131000,1048.4,34328000,78400,0.576956522
Niger seed,2016,Kharif     ,Madhya Pradesh,73000,26591,1048.4,11187250,25550,0.364545455
Onion,2016,Whole Year ,Madhya Pradesh,150839.21,3821047,1048.4,23116108.93,52793.7235,23.96137255
Other  Rabi pulses,2016,Rabi       ,Madhya Pradesh,29000,25700,1048.4,4444250,10150,0.874444444
Other Cereals,2016,Kharif     ,Madhya Pradesh,52000,41700,1048.4,7969000,18200,0.795625
Other Cereals,2016,Rabi       ,Madhya Pradesh,4200,3980,1048.4,643650,1470,0.724615385
Other Kharif pulses,2016,Kharif     ,Madhya Pradesh,2000,2000,1048.4,306500,700,1
Peas & beans (Pulses),2016,Rabi       ,Madhya Pradesh,507000,522000,1048.4,77697750,177450,0.9696
Potato,2016,Whole Year ,Madhya Pradesh,159997.16,3460981,1048.4,24519564.77,55999.006,21.3086
Rapeseed &Mustard,2016,Rabi       ,Madhya Pradesh,711000,920987,1048.4,108960750,248850,1.045294118
Rice,2016,Kharif     ,Madhya Pradesh,2260000,5400540,1048.4,346345000,791000,2.040294118
Safflower,2016,Rabi       ,Madhya Pradesh,29480,14770,1048.4,4517810,10318,0.666666667
Sesamum,2016,Whole Year ,Madhya Pradesh,382000,166420,1048.4,58541500,133700,0.497307692
Small millets,2016,Kharif     ,Madhya Pradesh,132000,131620,1048.4,20229000,46200,1.1425
Soyabean,2016,Kharif     ,Madhya Pradesh,5402000,6650000,1048.4,827856500,1890700,1.172222222
Sugarcane,2016,Whole Year ,Madhya Pradesh,91930,4726000,1048.4,14088272.5,32175.5,30.362
Sunflower,2016,Rabi       ,Madhya Pradesh,1520,1520,1048.4,232940,532,1
Sweet potato,2016,Whole Year ,Madhya Pradesh,4432.2,63449,1048.4,679234.65,1551.27,17.19387097
Turmeric,2016,Whole Year ,Madhya Pradesh,12876.75,229581,1048.4,1973361.938,4506.8625,19.30891304
Urad,2016,Kharif     ,Madhya Pradesh,1168000,1064000,1048.4,178996000,408800,0.914318182
Wheat,2016,Rabi       ,Madhya Pradesh,6423000,21916000,1048.4,984324750,2248050,3.294509804
Arhar/Tur,2016,Kharif     ,Maharashtra,1435643,2089252,1151.1,220012289.8,502475.05,1.184411765
Bajra,2016,Kharif     ,Maharashtra,837081,799743,1151.1,128282663.3,292978.35,0.649090909
Castor seed,2016,Kharif     ,Maharashtra,7049,2074,1151.1,1080259.25,2467.15,0.379473684
Cotton(lint),2016,Kharif     ,Maharashtra,4212480,10754986,1151.1,645562560,1474368,2.6268
Gram,2016,Rabi       ,Maharashtra,1929130,1940925,1151.1,295639172.5,675195.5,0.9825
Groundnut,2016,Kharif     ,Maharashtra,235080,286827,1151.1,36026010,82278,0.95625
Groundnut,2016,Summer     ,Maharashtra,120010,133475,1151.1,18391532.5,42003.5,1.325
Jowar,2016,Kharif     ,Maharashtra,603420,575376,1151.1,92474115,211197,0.926153846
Jowar,2016,Rabi       ,Maharashtra,3012030,1963350,1151.1,461593597.5,1054210.5,0.906153846
Linseed,2016,Rabi       ,Maharashtra,14203,3354,1151.1,2176609.75,4971.05,0.339333333
Maize,2016,Kharif     ,Maharashtra,658330,2136362,1151.1,100889072.5,230415.5,2.413448276
Maize,2016,Rabi       ,Maharashtra,344895,1084699,1151.1,52855158.75,120713.25,2.637857143
Maize,2016,Summer     ,Maharashtra,50200,107630,1151.1,7693150,17570,1.8748
Moong(Green Gram),2016,Kharif     ,Maharashtra,444267,260048,1151.1,68083917.75,155493.45,0.5925
Niger seed,2016,Kharif     ,Maharashtra,14052,2320,1151.1,2153469,4918.2,0.175263158
